,pay_schedule_1,pay_schedule_2,pay_schedule_3,pay_schedule_4,home_owner,income,current_address_year,has_debt,amount_requested,risk_score,risk_score_2,risk_score_3,ext_quality_score,ext_quality_score_2,inquiries_last_month,e_signed,personal_accounts_month
2588,0,1,0,0,0,37.75,10,1,40.0,16.0982,7.417352940000001,9.0364069,3.0347600000000003,6.03476,3,1,38
2589,0,1,0,0,1,15.05,2,1,55.0,15.1655,7.446268910000001,8.66470641,4.45903,7.45903,9,1,38
2590,0,0,1,0,0,40.2,5,0,90.0,15.8337,7.84804202,8.923954029999999,5.021369999999999,7.02137,10,1,74
2591,0,0,1,0,0,46.35,1,1,200.0,16.0982,7.93115126,9.73098851,6.78571,5.78571,2,1,41
2592,0,0,1,0,1,51.05,8,1,120.0,15.4831,6.40518487,9.66398815,6.1685,4.1685,10,1,26
2593,0,0,0,1,1,12.75,4,1,50.0,16.2904,7.75005882,8.51959508,8.982240000000001,6.982239999999999,7,0,27
2594,1,0,0,0,1,25.85,7,1,70.0,15.893,7.3877899199999995,9.50787843,7.64247,5.64247,8,0,85
2595,0,1,0,0,0,17.05,0,1,40.0,15.093,6.32457983,8.698711620000001,6.9495,6.9495,6,1,40
2596,1,0,0,0,1,28.9,4,1,40.0,15.6759,7.56877311,9.16928533,6.5576,7.5576,4,0,28
2597,1,0,0,0,0,26.55,2,1,40.0,15.6855,7.04466387,7.39674987,7.76564,4.765639999999999,4,1,28
2598,1,0,0,0,0,27.0,2,1,90.0,15.5775,8.25563025,8.38391094,6.96187,6.96187,8,1,54
2599,0,0,0,1,0,21.35,1,1,40.0,15.6537,6.536613449999999,8.44036182,4.82182,4.82182,6,1,42
2600,1,0,0,0,0,27.4,4,1,70.0,15.3615,4.67521008,9.1031828,5.775860000000001,4.77586,12,0,43
2601,1,0,0,0,0,30.2,1,1,70.0,15.7207,7.6617899199999995,9.035172379999999,8.116959999999999,7.11696,6,1,43
2602,0,1,0,0,1,31.65,3,1,90.0,16.1387,7.90841176,8.67705154,8.23789,7.23789,2,1,30
2603,1,0,0,0,1,27.5,5,1,50.0,15.9223,7.8589747899999995,7.75610523,6.98987,3.98987,5,1,43
2604,1,0,0,0,0,15.65,3,1,70.0,15.906,7.0412352899999995,9.67588436,6.04305,9.043050000000001,2,0,58
2605,0,1,0,0,0,17.2,3,1,45.0,15.1216,7.385033610000001,9.38308045,8.14622,6.14622,6,1,54
2606,0,1,0,0,1,52.65,6,0,60.0,16.093,7.66864706,8.89062219,5.50381,6.50381,5,0,38
2607,1,0,0,0,0,38.45,6,1,70.0,15.8188,7.34797479,8.778393789999999,7.38032,5.380319999999999,4,0,78
2608,0,0,0,1,1,21.2,1,1,50.0,16.3047,8.00001681,9.708093909999999,7.202640000000001,8.20264,3,0,38
2609,1,0,0,0,1,36.7,6,1,80.0,15.6311,6.79315126,9.148186390000001,5.2303999999999995,8.2304,8,0,62
2610,0,1,0,0,0,22.9,0,1,60.0,15.1357,6.385655460000001,9.39385437,6.7309600000000005,6.7309600000000005,7,1,28
2611,1,0,0,0,1,16.15,8,1,70.0,15.0362,6.1065042,9.02507183,6.84867,3.8486700000000003,2,0,43
2612,1,0,0,0,0,62.0,3,1,330.0,16.0754,7.877403360000001,8.54204076,5.10218,5.10218,4,1,99
2613,1,0,0,0,1,24.05,2,1,60.0,16.0426,8.08496639,8.86727869,6.431909999999999,5.43191,7,1,29
2614,1,0,0,0,0,36.25,1,1,50.0,15.6745,7.3467563,9.10329503,5.70063,7.70063,7,1,54
2615,0,1,0,0,1,51.9,2,1,170.0,15.8977,7.3892521,9.60798617,5.926010000000001,7.92601,5,1,27
2616,1,0,0,0,1,31.95,2,1,60.0,15.805,7.1931176500000005,9.124506199999999,7.258719999999999,7.258719999999999,6,1,50
2617,0,0,0,1,0,65.55,3,1,270.0,16.1033,6.659344539999999,8.97838481,7.2402500000000005,8.24025,7,1,28
2618,0,0,1,0,0,83.66,7,1,135.0,16.5349,6.90277311,9.42842072,6.60063,5.60063,3,0,85
2619,0,0,0,1,1,26.55,6,1,70.0,16.3092,7.78635294,8.03667624,8.50858,8.50858,6,1,12
2620,1,0,0,0,1,37.55,2,0,40.0,15.714,7.27363025,8.64192404,5.395020000000001,4.39502,3,1,49
2621,1,0,0,0,0,36.85,0,0,70.0,15.9981,7.719848740000001,9.21451338,7.56059,4.5605899999999995,10,1,38
2622,0,1,0,0,1,30.25,4,1,80.0,15.9048,6.61584874,8.76593643,6.25835,6.25835,8,1,49
2623,0,0,0,1,1,45.8,6,1,60.0,15.2512,6.45182353,8.83271234,6.49982,7.499820000000001,9,0,29
2624,0,0,0,1,1,17.9,4,0,80.0,16.1536,6.52109244,8.99072993,8.02592,8.02592,7,1,38
2625,1,0,0,0,1,32.7,0,1,70.0,16.1407,7.19910924,9.12473065,6.7989299999999995,4.79893,4,1,28
2626,1,0,0,0,0,25.6,3,1,70.0,15.183,8.25089076,7.566326989999999,6.52467,3.5246699999999995,3,0,28
2627,0,0,0,1,1,32.35,2,1,70.0,15.805,7.3383781500000005,8.54069402,5.661709999999999,4.66171,6,0,38
2628,1,0,0,0,0,46.05,1,1,40.0,15.9083,8.02642017,8.76649758,5.89829,5.89829,6,1,26
2629,1,0,0,0,0,66.35,2,0,70.0,15.5849,6.360579830000001,8.64315856,4.481450000000001,6.48145,8,1,38
2630,0,1,0,0,1,60.6,2,1,100.0,16.2976,8.44776471,9.03494793,7.67608,8.67608,5,0,38
2631,1,0,0,0,0,66.95,11,1,145.0,16.3607,6.630621850000001,8.78860657,7.477970000000001,5.47797,6,1,43
2632,0,1,0,0,0,22.55,9,1,410.0,14.8654,7.24468908,8.76559975,7.38989,5.38989,8,0,54
2633,1,0,0,0,0,35.2,2,1,180.0,16.1713,7.52839496,8.78961663,8.49712,5.49712,5,1,100
2634,1,0,0,0,0,41.55,0,1,70.0,16.0254,8.1334958,8.94538966,5.99464,5.99464,5,0,30
2635,0,1,0,0,0,23.27,2,1,60.0,15.9647,7.49171429,8.440922969999999,6.13265,7.13265,3,1,50
2636,0,0,0,1,0,18.1,0,1,50.0,15.6439,6.604420170000001,8.048684680000001,4.79563,5.795630000000001,3,1,39
2637,1,0,0,0,0,34.4,2,1,60.0,16.0858,7.47440336,9.75433202,6.540629999999999,8.54063,2,1,29
2638,1,0,0,0,1,33.35,10,1,170.0,16.2438,7.63878992,9.40597504,6.99258,5.992579999999999,14,0,121
2639,0,1,0,0,0,45.8,4,0,70.0,15.8213,4.85339496,8.44069851,4.73716,7.737159999999999,11,0,50
2640,0,1,0,0,1,21.0,4,1,70.0,15.7485,6.87963025,9.11350781,8.10697,7.1069700000000005,8,0,38
2641,0,1,0,0,0,24.1,1,0,55.0,15.4153,7.20315126,8.29525049,6.15245,6.15245,17,1,50
2642,1,0,0,0,1,31.7,2,1,80.0,16.1625,6.574806720000001,8.51903394,4.28379,4.28379,3,1,27
2643,0,0,0,1,1,17.35,3,1,45.0,15.1417,4.94153782,9.09117436,4.9290400000000005,5.92904,5,0,29
2644,1,0,0,0,1,59.85,9,1,290.0,15.8751,7.8509243699999995,9.00251392,7.92269,5.92269,7,1,13
2645,0,1,0,0,0,31.8,4,1,80.0,16.0469,4.86189916,7.5987610000000005,6.3873,4.3873,3,0,43
2646,1,0,0,0,0,26.2,2,1,90.0,16.3083,7.07047899,8.55259023,7.62663,7.62663,6,1,74
2647,0,1,0,0,1,45.75,6,1,170.0,16.0585,6.058042019999999,8.48469205,5.37099,7.370989999999999,3,1,42
2648,1,0,0,0,1,22.3,8,1,80.0,15.7936,7.5853781499999995,8.57436254,6.81025,4.81025,4,1,76
2649,1,0,0,0,1,37.5,6,0,110.0,14.9454,7.94815126,8.767170949999999,5.133299999999999,5.133299999999999,7,0,38
2650,1,0,0,0,1,54.23,5,1,190.0,16.3365,4.91328571,9.02361286,6.70125,5.70125,8,1,98
2651,0,0,0,1,1,36.15,0,1,90.0,15.508,6.126983190000001,8.5078111,5.2197499999999994,7.21975,4,0,39
2652,1,0,0,0,0,23.85,0,1,60.0,15.987,7.9153109200000005,9.23853026,7.9256,7.9256,2,0,37
2653,1,0,0,0,1,26.3,2,1,60.0,15.1074,6.76086555,8.88882654,8.45787,8.45787,7,0,73
2654,1,0,0,0,1,50.25,2,1,190.0,16.4464,6.73742017,9.193638889999999,2.8713100000000003,2.8713100000000003,2,1,98
2655,0,1,0,0,0,32.85,1,1,40.0,15.2456,6.64294118,8.5418163,2.84538,3.84538,5,0,29
2656,1,0,0,0,1,25.65,2,1,50.0,16.2428,5.91281513,9.14695188,5.5609,7.5609,8,0,50
2657,1,0,0,0,1,30.35,2,1,60.0,16.1155,7.119781509999999,7.5995466,5.086659999999999,6.08666,3,0,91
2658,0,0,1,0,1,50.4,10,1,490.0,16.2326,7.9117563,9.574317650000001,8.05381,8.05381,5,0,135
2659,1,0,0,0,0,23.0,5,0,50.0,15.1615,8.32283193,8.85594362,6.98178,8.98178,5,1,38
2660,1,0,0,0,1,35.26,3,1,70.0,15.1094,6.79077311,8.54125516,7.3041,7.3041,11,0,28
2661,1,0,0,0,1,36.6,6,1,40.0,16.4112,7.18166387,9.09061322,6.70881,7.708810000000001,2,0,45
2662,1,0,0,0,1,16.95,5,1,80.0,15.1536,5.074747899999999,8.60993895,6.15086,5.150860000000001,4,0,98
2663,1,0,0,0,1,37.05,2,1,40.0,15.8835,6.68412605,9.08073712,5.91068,4.91068,3,1,55
2664,1,0,0,0,1,32.5,1,1,50.0,15.3251,7.4191176500000005,8.78782097,7.29959,6.29959,7,0,38
2665,1,0,0,0,0,51.5,3,1,70.0,15.2913,7.9069916,8.97883372,4.21923,5.2192300000000005,2,1,15
2666,0,0,1,0,1,67.1,2,0,320.0,15.5702,7.12253782,8.20423326,5.23841,7.23841,7,1,38
2667,0,0,1,0,0,46.1,3,0,100.0,15.5326,4.4198907599999995,8.70982223,5.02303,4.02303,8,1,38
2668,0,0,1,0,0,47.1,1,0,60.0,15.959,6.892705879999999,8.85560693,6.131539999999999,6.131539999999999,7,0,26
2669,1,0,0,0,0,35.8,6,1,80.0,15.9792,8.1822605,9.01328784,7.53736,5.53736,6,1,54
2670,1,0,0,0,0,18.95,1,0,40.0,15.6111,8.13606723,9.01362453,9.28293,7.2829299999999995,5,1,27
2671,0,0,0,1,1,31.1,5,1,60.0,16.2071,8.280478989999999,9.06906536,6.9084699999999994,4.9084699999999994,2,0,89
2672,1,0,0,0,1,67.15,0,1,40.0,16.1477,7.68366387,9.04729305,7.919840000000001,7.919840000000001,3,0,16
2673,0,0,1,0,1,52.5,9,0,260.0,16.4672,5.67042857,9.1821916,6.11707,5.11707,6,0,25
2674,1,0,0,0,0,20.65,3,1,45.0,15.412,6.64712605,8.720371700000001,5.611610000000001,4.61161,10,1,26
2675,1,0,0,0,1,32.05,1,1,80.0,16.1684,7.07989916,8.00345663,5.152200000000001,7.1522,4,0,28
2676,1,0,0,0,1,37.3,1,1,70.0,15.863,6.32703361,8.69972167,6.5807,6.5807,3,0,37
2677,0,1,0,0,1,25.16,4,0,145.0,16.2438,7.3077479,8.13678398,7.54964,4.54964,5,1,26
2678,1,0,0,0,0,26.1,1,0,60.0,15.4269,7.2270084,8.46370533,4.3160799999999995,6.3160799999999995,8,1,37
2679,1,0,0,0,1,41.25,7,1,120.0,15.7313,7.50714286,9.40631173,4.92709,7.92709,9,0,86
2680,0,1,0,0,0,47.9,3,0,80.0,15.8238,7.2657226900000005,8.42970013,6.89674,4.89674,5,1,26
2681,0,1,0,0,0,35.7,2,0,70.0,15.6855,7.8027731099999995,9.2936344,8.418569999999999,5.418570000000001,4,0,38
2682,1,0,0,0,0,40.5,5,0,110.0,15.9601,5.45757983,8.75493805,5.70317,6.70317,4,0,74
2683,1,0,0,0,0,17.55,9,1,60.0,15.5188,6.45405882,9.05885258,4.47809,6.47809,5,1,41
2684,1,0,0,0,0,18.65,2,1,50.0,15.4656,6.10598319,8.148231280000001,3.56055,6.560550000000001,16,1,38
2685,1,0,0,0,1,89.17,1,1,40.0,16.0754,6.41794958,9.1146301,8.01878,8.01878,9,1,38
2686,1,0,0,0,0,31.41,4,1,80.0,15.1155,6.40492437,8.57582151,6.58557,4.58557,21,0,18
2687,1,0,0,0,1,17.8,2,1,60.0,15.8225,8.26265546,8.91127222,5.9711,7.9711,5,1,20
2688,1,0,0,0,1,30.75,7,1,120.0,16.068,6.8835630299999995,9.281738189999999,7.23264,5.23264,5,1,61
2689,1,0,0,0,1,18.98,3,0,100.0,16.0014,6.6218067199999995,8.96761088,4.67316,7.67316,4,0,50
2690,1,0,0,0,1,58.7,4,1,170.0,16.5709,7.26863025,7.93454839,5.94938,6.94938,5,1,28
2691,1,0,0,0,1,67.8,5,1,330.0,15.9153,7.18262185,8.60859221,7.585920000000001,7.585920000000001,2,1,15
2692,1,0,0,0,0,35.45,0,1,80.0,15.4987,5.90179832,9.20272939,7.66967,6.66967,3,0,27
2693,1,0,0,0,1,16.7,4,1,100.0,16.02,6.886,8.54069402,6.213379999999999,7.213380000000001,2,0,29
2694,0,0,1,0,1,52.9,4,0,120.0,15.9454,7.638487390000001,9.45176423,7.27309,8.27309,7,0,37
2695,1,0,0,0,1,35.5,2,1,120.0,15.9431,8.93953782,9.75377087,8.37905,9.37905,7,1,41
2696,1,0,0,0,1,32.35,4,1,80.0,15.83,6.76205882,9.193526669999999,6.7473399999999994,8.74734,4,0,39
2697,1,0,0,0,0,36.35,3,1,70.0,15.734,5.6865294099999995,8.59680822,5.47409,6.47409,19,1,42
2698,1,0,0,0,1,70.98,1,1,60.0,14.9431,6.67077311,9.06872868,6.28218,4.28218,7,1,86
2699,1,0,0,0,0,25.95,2,1,120.0,16.0426,6.6778235299999995,7.63310289,5.30822,6.30822,5,1,26
2700,0,1,0,0,0,34.1,10,1,90.0,16.0806,6.39911765,8.587044350000001,5.0032,4.0032,10,1,134
2701,1,0,0,0,0,41.33,3,0,60.0,16.2232,7.388957980000001,9.39520111,6.50261,8.50261,5,1,17
2702,0,0,0,1,0,35.9,3,1,60.0,16.3251,7.66484034,8.94561411,5.00852,6.008520000000001,7,0,49
2703,1,0,0,0,1,30.05,2,1,90.0,15.5296,6.92796639,8.77783264,6.40243,7.40243,8,0,57
2704,1,0,0,0,1,20.95,11,1,80.0,16.2307,8.29819328,9.41798348,8.36335,8.36335,6,0,62
2705,1,0,0,0,0,59.15,7,0,55.0,16.1487,6.751336129999999,9.67420093,5.71026,6.71026,5,1,86
2706,0,1,0,0,0,60.2,1,1,70.0,15.7247,7.66963025,8.78770874,6.997879999999999,4.99788,8,1,28
2707,1,0,0,0,1,32.7,5,1,120.0,15.9012,5.79228571,8.67592925,5.96646,7.96646,6,0,65
2708,1,0,0,0,0,20.75,2,1,60.0,16.0265,7.17010084,7.81188274,5.72847,6.72847,5,0,41
2709,1,0,0,0,0,20.75,3,1,70.0,15.9327,6.57257143,9.56242144,5.6255299999999995,7.62553,7,1,85
2710,1,0,0,0,1,35.7,3,1,40.0,15.825,6.60089916,8.878052610000001,5.21574,4.21574,5,0,28
2711,0,1,0,0,1,16.65,3,0,40.0,15.3752,6.00945378,8.21534387,6.78741,3.78741,14,0,42
2712,1,0,0,0,0,35.05,9,1,80.0,14.8582,4.12603361,8.57425031,6.42772,6.42772,12,0,110
2713,0,1,0,0,0,66.55,0,1,310.0,16.0628,4.82507563,8.54192853,4.61237,5.61237,4,1,12
2714,1,0,0,0,0,50.5,1,1,40.0,15.1457,6.99593277,9.2383058,6.123539999999999,5.12354,6,1,55
2715,0,1,0,0,1,51.8,2,0,70.0,15.9992,5.92833613,8.441484110000001,4.02109,4.02109,6,0,49
2716,1,0,0,0,1,27.25,2,0,55.0,16.0265,7.4574958,7.3288516800000005,3.9190300000000002,5.919029999999999,13,0,50
2717,1,0,0,0,1,41.05,4,0,100.0,15.8606,4.57297479,9.02406177,4.11696,6.116960000000001,5,1,50
2718,1,0,0,0,1,61.55,4,0,90.0,15.805,6.54606723,9.21417669,5.4215,5.4215,5,0,37
2719,0,1,0,0,1,51.65,11,1,70.0,15.92,6.112058820000001,8.66526755,5.33517,4.33517,12,1,43
2720,1,0,0,0,1,51.8,10,1,250.0,16.4334,6.86289076,8.83417131,6.148949999999999,8.148950000000001,6,1,49
2721,0,1,0,0,1,22.65,1,1,50.0,15.3251,6.88589076,9.2268585,8.07115,5.071149999999999,4,1,39
2722,0,1,0,0,0,15.05,4,1,70.0,16.2613,7.77639496,8.44058628,7.98002,7.98002,5,0,40
2723,1,0,0,0,1,45.13,6,1,70.0,15.83,6.65403361,8.83417131,5.53105,7.5310500000000005,2,0,122
2724,1,0,0,0,0,32.85,5,0,70.0,15.786,6.65389916,7.69920542,6.415220000000001,5.41522,7,1,50
2725,1,0,0,0,1,20.45,1,1,50.0,15.6718,8.44031933,8.945501890000001,5.7659899999999995,7.76599,3,0,49
2726,1,0,0,0,1,37.4,2,1,40.0,16.3512,6.505848739999999,9.64075687,6.58179,7.581790000000001,7,0,18
2727,1,0,0,0,0,20.5,1,1,90.0,15.4383,5.77157983,8.48558987,5.6371400000000005,3.6371399999999996,5,0,28
2728,0,0,0,1,0,37.5,4,0,80.0,15.8882,6.127428569999999,9.60776172,7.013129999999999,4.013129999999999,9,1,50
2729,1,0,0,0,0,21.3,3,1,55.0,15.3987,7.93894958,7.4984288,7.83735,5.83735,6,1,43
2730,1,0,0,0,0,30.5,1,1,120.0,15.9327,6.348327729999999,8.54226522,6.5461,6.5461,7,0,27
2731,0,1,0,0,0,21.8,6,1,80.0,16.0712,6.80821849,8.73148231,6.64943,5.64943,3,0,85
2732,1,0,0,0,0,31.1,2,0,70.0,15.8521,7.34722689,8.61925391,8.19339,5.19339,3,1,16
2733,1,0,0,0,0,16.5,2,1,55.0,15.0297,5.97508403,7.543207939999999,5.221360000000001,5.221360000000001,7,1,29
2734,0,0,0,1,1,50.2,2,0,40.0,16.2042,4.63728571,8.92249506,5.7682199999999995,5.7682199999999995,5,0,50
2735,0,1,0,0,0,33.25,0,1,80.0,16.0522,7.63051261,7.93454839,8.36723,5.367229999999999,4,1,28
2736,1,0,0,0,1,26.25,0,1,60.0,16.1216,6.1331596600000005,8.90049829,4.36697,7.36697,9,0,29
2737,1,0,0,0,0,51.95,1,1,100.0,16.1145,7.46742017,8.68647872,7.953519999999999,4.95352,5,0,42
2738,0,1,0,0,0,27.4,5,1,80.0,15.9926,6.8628823500000005,9.27096427,5.64483,6.644830000000001,5,1,98
2739,0,1,0,0,1,47.85,2,1,170.0,15.7419,6.68946218,9.03438678,6.407540000000001,4.40754,6,0,27
2740,1,0,0,0,1,32.8,6,0,50.0,15.4104,6.58458824,8.92406626,5.7909299999999995,5.7909299999999995,8,0,49
2741,1,0,0,0,1,45.75,8,0,120.0,16.5303,6.72616807,9.39486443,5.91306,7.91306,4,1,26
2742,1,0,0,0,1,32.7,11,1,80.0,15.5142,8.28332773,9.85399084,5.13505,8.13505,7,1,27
2743,1,0,0,0,1,52.85,5,1,120.0,15.81,8.24629412,9.57364428,7.438280000000001,5.43828,13,0,87
2744,0,1,0,0,0,36.45,2,1,60.0,16.0701,8.10627731,8.00345663,7.93202,6.93202,4,0,41
2745,0,1,0,0,1,27.65,9,1,70.0,16.1165,7.08534454,9.05728138,6.5586400000000005,6.5586400000000005,3,1,54
2746,0,0,1,0,0,51.45,7,1,90.0,16.0222,6.191142859999999,9.193526669999999,6.81575,7.81575,5,0,55
2747,0,0,0,1,1,50.95,10,0,170.0,16.3962,6.53342017,9.00150386,6.89738,8.89738,4,1,38
2748,1,0,0,0,0,36.5,4,1,50.0,14.7524,4.2061344499999995,8.923729569999999,5.80346,4.80346,9,1,0
2749,0,0,1,0,0,50.8,1,1,60.0,15.5672,5.24657983,8.137008439999999,7.9762,4.9762,19,1,40
2750,1,0,0,0,0,27.6,7,0,40.0,16.1743,7.0725294100000005,9.58509158,7.248900000000001,7.248900000000001,6,0,86
2751,1,0,0,0,0,35.95,3,0,60.0,15.5387,6.78368067,9.024286230000001,5.52685,8.52685,12,0,38
2752,1,0,0,0,1,26.25,10,1,310.0,16.4391,7.26122689,9.2260729,6.33733,7.33733,5,1,38
2753,1,0,0,0,0,29.6,3,0,50.1,15.7073,7.6582016799999995,9.70988957,7.9440100000000005,8.94401,3,1,38
2754,0,1,0,0,0,65.9,2,1,90.0,15.2512,5.80155462,8.41903843,5.62781,6.627809999999999,7,0,33
2755,1,0,0,0,1,30.2,4,1,110.0,16.0232,8.86593277,9.83244299,7.82206,7.82206,7,0,50
2756,1,0,0,0,0,25.95,6,1,120.0,15.5746,7.5358823500000005,9.147961930000001,8.3864,8.3864,10,0,115
2757,0,1,0,0,0,65.8,9,1,70.0,16.359,7.339428569999999,8.99084216,5.305530000000001,5.305530000000001,4,0,99
2758,1,0,0,0,0,30.85,3,1,80.0,15.6053,7.29759664,9.551423060000001,6.526300000000001,5.526299999999999,18,1,79
2759,0,1,0,0,1,50.6,1,1,70.0,15.579,6.4492605,8.71015892,4.72844,6.72844,4,0,14
2760,0,0,0,1,1,21.2,6,1,60.0,16.2841,6.80344538,8.05923415,6.06633,7.06633,10,0,63
2761,1,0,0,0,1,27.65,2,0,80.0,15.7498,7.756739499999999,9.13662686,5.566839999999999,7.56684,7,1,49
2762,0,1,0,0,1,30.15,2,0,70.0,15.8324,7.27633613,7.5771009199999995,7.76621,5.766210000000001,6,1,50
2763,0,0,0,1,1,27.85,10,0,80.0,15.5657,5.98106723,8.5078111,5.2732,6.2732,2,0,29
2764,1,0,0,0,0,22.22,1,0,60.0,15.6634,7.74544538,9.12529179,7.25432,4.25432,7,0,26
2765,0,0,1,0,1,20.1,2,1,80.0,15.5492,6.888638660000001,8.64282187,7.46875,6.46875,2,1,51
2766,1,0,0,0,0,16.8,1,1,40.0,15.7911,6.87505882,8.821152810000001,5.3084299999999995,5.3084299999999995,5,1,38
2767,0,1,0,0,1,52.0,5,1,40.0,16.4153,8.3820084,9.33807685,8.72653,6.7265299999999995,3,1,56
2768,1,0,0,0,0,20.05,3,1,80.0,15.9373,6.56276471,8.52958341,6.19859,6.19859,7,1,50
2769,0,0,0,1,0,36.7,6,1,80.0,15.8654,8.41694958,9.37107201,8.70644,5.706440000000001,12,1,86
2770,0,0,1,0,0,26.05,4,1,60.0,15.387,6.69366387,8.67671485,4.08889,4.08889,7,0,54
2771,0,0,1,0,0,32.55,2,1,60.0,16.0837,6.35802521,8.587044350000001,4.4525,4.4525,4,1,99
2772,1,0,0,0,1,40.4,3,0,50.0,15.3056,7.650445380000001,8.69893607,7.23597,5.23597,10,0,50
2773,1,0,0,0,0,24.85,3,1,60.0,15.5417,6.18836134,8.88848985,5.25613,7.25613,5,0,50
2774,1,0,0,0,1,36.05,5,1,120.0,16.1165,7.72520168,9.95600646,5.62977,8.62977,5,0,86
2775,1,0,0,0,1,30.5,6,0,100.0,15.9692,6.74361345,8.69972167,4.9712,7.9712000000000005,5,1,50
2776,1,0,0,0,1,50.2,6,1,90.0,16.0961,7.42188235,9.24941641,6.73897,7.738969999999999,6,0,54
2777,1,0,0,0,0,42.0,0,1,170.0,16.359,5.83635294,7.30752828,7.28919,7.28919,5,1,27
2778,0,0,0,1,0,50.4,11,1,290.0,15.9725,6.95744538,8.44002514,7.863630000000001,4.86363,7,1,42
2779,1,0,0,0,0,36.75,0,1,40.0,16.0243,4.6085042,8.283354280000001,4.38972,4.38972,20,0,28
2780,1,0,0,0,0,50.9,2,1,50.0,15.2194,4.55566387,8.95638804,6.380879999999999,7.380879999999999,5,1,43
2781,1,0,0,0,1,30.05,8,0,135.0,16.3743,6.13259664,9.11294667,7.2132700000000005,7.2132700000000005,6,1,49
2782,1,0,0,0,0,34.6,1,1,50.0,15.8349,6.801571429999999,8.67592925,6.2732600000000005,7.2732600000000005,4,0,37
2783,1,0,0,0,1,62.55,5,1,135.0,16.0774,8.17793277,8.67637816,7.425190000000001,7.425190000000001,7,1,97
2784,1,0,0,0,0,52.55,2,1,80.0,16.1317,7.31005882,9.28162597,8.04385,7.043850000000001,5,0,28
2785,1,0,0,0,1,25.3,3,0,70.0,15.4656,6.9335042,7.92523344,4.92592,5.92592,3,0,26
2786,1,0,0,0,0,32.65,0,1,50.0,16.1566,6.4632605,8.37324924,5.7704200000000005,6.7704200000000005,5,0,29
2787,0,1,0,0,0,26.0,2,0,90.0,15.5849,6.27809244,8.09346382,6.63122,5.63122,3,0,49
2788,0,0,0,1,0,26.2,3,1,40.0,15.6855,4.39987395,8.53126683,4.56013,4.56013,5,1,38
2789,1,0,0,0,0,35.85,6,0,40.0,15.9499,5.53506723,7.66654696,6.5184,4.5184,3,0,38
2790,1,0,0,0,0,22.55,1,1,80.0,15.9048,6.993983190000001,8.49681271,5.86592,4.86592,7,1,38
2791,1,0,0,0,0,32.65,6,1,60.0,16.2913,7.5494369699999995,9.05716915,6.2066,6.2066,3,0,39
2792,0,0,0,1,0,34.38,0,1,120.0,15.9339,5.2722605,8.486599929999999,6.26216,4.26216,7,1,39
2793,1,0,0,0,0,30.45,1,1,40.0,15.0102,5.039579830000001,8.52935895,4.67633,4.67633,6,0,27
2794,0,1,0,0,1,41.15,3,1,290.0,16.2061,6.70820168,8.47526486,5.35508,7.355080000000001,2,1,18
2795,1,0,0,0,1,31.25,1,1,70.0,15.601,7.86766387,8.755274739999999,5.16185,6.161849999999999,2,0,55
2796,1,0,0,0,1,35.55,3,1,100.0,15.2344,7.817991600000001,8.72171844,6.49818,8.49818,6,0,27
2797,1,0,0,0,0,27.85,0,1,50.0,15.669,7.704411759999999,9.32741516,6.81031,7.81031,7,1,19
2798,0,1,0,0,0,17.05,3,0,60.0,16.2841,6.5924705900000005,9.249191960000001,8.58664,5.586640000000001,6,0,16
2799,0,1,0,0,1,45.5,1,1,60.0,15.6937,5.74268908,8.6535958,6.7118199999999995,4.7118199999999995,2,0,98
2800,1,0,0,0,0,51.15,6,0,120.0,15.8942,6.840596639999999,9.4623137,6.42662,5.42662,3,0,49
2801,1,0,0,0,1,35.55,4,1,60.0,15.9904,7.29863025,8.72138176,4.89813,6.89813,8,1,29
2802,0,1,0,0,0,36.55,4,1,110.0,16.0868,7.23821849,7.39607649,4.35251,4.35251,7,0,85
2803,1,0,0,0,0,43.25,4,1,80.1,16.1125,6.518016810000001,9.32752738,8.50428,5.5042800000000005,3,1,73
2804,1,0,0,0,1,32.0,2,1,60.0,15.9036,6.5650336099999995,9.37140869,6.24652,8.24652,6,1,54
2805,1,0,0,0,1,25.0,6,0,180.0,16.2759,6.043277310000001,9.024174,6.98131,4.98131,7,0,49
2806,1,0,0,0,0,60.1,2,1,80.0,15.987,7.7546554599999995,9.67420093,8.25113,8.25113,4,1,40
2807,0,0,0,1,0,35.1,2,1,90.0,15.5849,7.93143697,8.69837493,5.00379,4.0037899999999995,11,1,34
2808,0,0,0,1,1,19.5,8,1,60.0,16.412,7.07736134,9.05683247,8.27223,7.2722299999999995,5,0,133
2809,1,0,0,0,1,32.85,4,0,60.0,16.1457,7.81016807,9.32763961,5.470350000000001,4.47035,6,1,49
2810,1,0,0,0,0,20.2,7,1,40.0,15.528,7.1038739500000005,8.53093015,5.143330000000001,7.14333,5,0,30
2811,1,0,0,0,0,29.59,5,0,280.0,16.2184,6.16357143,9.10374394,6.53413,7.53413,6,1,110
2812,1,0,0,0,1,32.2,11,1,70.0,15.7458,8.23665546,9.21597235,5.7227,5.7227,6,0,41
2813,1,0,0,0,1,30.6,1,1,100.0,14.8799,5.7702184899999995,9.058291429999999,5.11949,7.119490000000001,4,0,31
2814,1,0,0,0,0,32.35,1,1,50.0,14.9316,7.13760504,8.8997127,4.85021,6.85021,6,0,21
2815,0,1,0,0,0,50.23,3,1,110.0,15.8088,6.85371429,9.15907254,6.89358,5.89358,6,0,69
